fitness,archivo
92.0,BCL1
135.0,BCL1
134.0,BCL1
153.0,BCL1
132.0,BCL1
147.0,BCL1
142.0,BCL1
117.0,BCL1
163.0,BCL1
111.0,BCL1
113.0,BCL1
113.0,BCL1
142.0,BCL1
114.0,BCL1
116.0,BCL1
116.0,BCL1
103.0,BCL1
135.0,BCL1
103.0,BCL1
146.0,BCL1
135.0,BCL1
141.0,BCL1
110.0,BCL1
110.0,BCL1
120.0,BCL1
116.0,BCL1
128.0,BCL1
101.0,BCL1
84.0,QL1
84.0,QL1
84.0,QL1
83.0,QL1
84.0,QL1
83.0,QL1
83.0,QL1
85.0,QL1
84.0,QL1
84.0,QL1
83.0,QL1
83.0,QL1
84.0,QL1
83.0,QL1
83.0,QL2
83.0,QL2
84.0,QL2
85.0,QL2
83.0,QL2
85.0,QL2
83.0,QL2
85.0,QL2
83.0,QL2
82.0,QL2
84.0,QL2
85.0,QL2
84.0,QL2
85.0,QL2
83.0,QL3
83.0,QL3
83.0,QL3
84.0,QL3
84.0,QL3
84.0,QL3
82.0,QL3
84.0,QL3
84.0,QL3
84.0,QL3
84.0,QL3
83.0,QL3
84.0,QL3
83.0,QL3
83.0,QL4
84.0,QL4
84.0,QL4
84.0,QL4
84.0,QL4
83.0,QL4
84.0,QL4
85.0,QL4
85.0,QL4
84.0,QL4
84.0,QL4
85.0,QL4
84.0,QL4
83.0,QL4
85.0,QL5
84.0,QL5
84.0,QL5
84.0,QL5
83.0,QL5
84.0,QL5
84.0,QL5
83.0,QL5
84.0,QL5
83.0,QL5
84.0,QL5
84.0,QL5
84.0,QL5
85.0,QL5
