fitness,archivo
279.0,BCL1
293.0,BCL1
280.0,BCL1
273.0,BCL1
292.0,BCL1
265.0,BCL1
273.0,BCL1
275.0,BCL1
278.0,BCL1
293.0,BCL1
308.0,BCL1
270.0,BCL1
284.0,BCL1
280.0,BCL1
265.0,BCL1
297.0,BCL1
280.0,BCL1
262.0,BCL1
305.0,BCL1
264.0,BCL1
297.0,BCL1
282.0,BCL1
271.0,BCL1
329.0,BCL1
262.0,BCL1
271.0,BCL1
271.0,BCL1
267.0,BCL1
245.0,QL1
246.0,QL1
235.0,QL1
244.0,QL1
242.0,QL1
243.0,QL1
246.0,QL1
245.0,QL1
243.0,QL1
240.0,QL1
244.0,QL1
241.0,QL1
236.0,QL1
245.0,QL2
244.0,QL2
246.0,QL2
242.0,QL2
242.0,QL2
243.0,QL2
241.0,QL2
245.0,QL2
243.0,QL2
246.0,QL2
241.0,QL2
238.0,QL2
237.0,QL2
243.0,QL3
245.0,QL3
243.0,QL3
241.0,QL3
244.0,QL3
244.0,QL3
239.0,QL3
240.0,QL3
242.0,QL3
245.0,QL3
247.0,QL3
238.0,QL3
245.0,QL4
242.0,QL4
242.0,QL4
236.0,QL4
231.0,QL4
241.0,QL4
243.0,QL4
240.0,QL4
247.0,QL4
244.0,QL4
241.0,QL4
233.0,QL5
245.0,QL5
241.0,QL5
242.0,QL5
244.0,QL5
244.0,QL5
244.0,QL5
246.0,QL5
244.0,QL5
245.0,QL5
247.0,QL5
241.0,QL5
