fitness,archivo
240.0,BCL1
241.0,BCL1
241.0,BCL1
240.0,BCL1
244.0,BCL1
240.0,BCL1
244.0,BCL1
243.0,BCL1
241.0,BCL1
244.0,BCL1
244.0,BCL1
242.0,BCL1
242.0,BCL1
243.0,BCL1
250.0,QL1
245.0,QL1
241.0,QL1
250.0,QL1
247.0,QL1
249.0,QL1
249.0,QL1
246.0,QL1
240.0,QL1
242.0,QL1
243.0,QL2
247.0,QL2
248.0,QL2
250.0,QL2
248.0,QL2
250.0,QL2
249.0,QL2
242.0,QL2
249.0,QL2
249.0,QL2
247.0,QL2
245.0,QL2
249.0,QL2
248.0,QL2
243.0,QL3
241.0,QL3
248.0,QL3
247.0,QL3
249.0,QL3
251.0,QL3
251.0,QL3
241.0,QL3
249.0,QL3
244.0,QL3
250.0,QL3
249.0,QL3
250.0,QL3
249.0,QL3
245.0,QL4
243.0,QL4
242.0,QL4
242.0,QL4
251.0,QL4
248.0,QL4
249.0,QL4
243.0,QL4
243.0,QL4
240.0,QL4
247.0,QL4
249.0,QL4
250.0,QL4
248.0,QL4
246.0,QL5
248.0,QL5
247.0,QL5
249.0,QL5
247.0,QL5
240.0,QL5
247.0,QL5
251.0,QL5
245.0,QL5
247.0,QL5
250.0,QL5
248.0,QL5
251.0,QL5
246.0,QL5
