fitness,archivo
118.0,BCL1
133.0,BCL1
144.0,BCL1
137.0,BCL1
176.0,BCL1
136.0,BCL1
93.0,BCL1
121.0,BCL1
138.0,BCL1
128.0,BCL1
101.0,BCL1
121.0,BCL1
107.0,BCL1
162.0,BCL1
117.0,BCL1
114.0,BCL1
187.0,BCL1
126.0,BCL1
127.0,BCL1
117.0,BCL1
134.0,BCL1
185.0,BCL1
156.0,BCL1
139.0,BCL1
136.0,BCL1
113.0,BCL1
155.0,BCL1
133.0,BCL1
77.0,QL1
78.0,QL1
78.0,QL1
77.0,QL1
77.0,QL1
78.0,QL1
79.0,QL1
79.0,QL1
79.0,QL1
78.0,QL1
76.0,QL1
78.0,QL1
78.0,QL1
76.0,QL1
76.0,QL2
76.0,QL2
79.0,QL2
79.0,QL2
79.0,QL2
78.0,QL2
77.0,QL2
78.0,QL2
78.0,QL2
76.0,QL2
78.0,QL2
78.0,QL2
78.0,QL2
78.0,QL2
77.0,QL3
78.0,QL3
78.0,QL3
76.0,QL3
78.0,QL3
78.0,QL3
77.0,QL3
76.0,QL3
78.0,QL3
78.0,QL3
78.0,QL3
77.0,QL3
78.0,QL3
78.0,QL3
78.0,QL4
78.0,QL4
77.0,QL4
76.0,QL4
78.0,QL4
78.0,QL4
79.0,QL4
79.0,QL4
77.0,QL4
78.0,QL4
78.0,QL4
78.0,QL4
78.0,QL4
77.0,QL4
78.0,QL5
78.0,QL5
78.0,QL5
77.0,QL5
78.0,QL5
78.0,QL5
78.0,QL5
77.0,QL5
78.0,QL5
78.0,QL5
78.0,QL5
77.0,QL5
78.0,QL5
79.0,QL5
