fitness,archivo
305.0,BCL1
266.0,BCL1
275.0,BCL1
334.0,BCL1
286.0,BCL1
310.0,BCL1
296.0,BCL1
279.0,BCL1
278.0,BCL1
265.0,BCL1
290.0,BCL1
303.0,BCL1
293.0,BCL1
266.0,BCL1
266.0,BCL1
276.0,BCL1
305.0,BCL1
275.0,BCL1
283.0,BCL1
288.0,BCL1
272.0,BCL1
291.0,BCL1
275.0,BCL1
248.0,QL1
245.0,QL1
248.0,QL1
252.0,QL1
251.0,QL1
246.0,QL1
249.0,QL1
250.0,QL1
251.0,QL1
251.0,QL1
251.0,QL1
249.0,QL1
248.0,QL1
246.0,QL2
252.0,QL2
246.0,QL2
249.0,QL2
245.0,QL2
248.0,QL2
249.0,QL2
248.0,QL2
250.0,QL2
250.0,QL2
247.0,QL2
247.0,QL3
249.0,QL3
251.0,QL3
250.0,QL3
248.0,QL3
250.0,QL3
253.0,QL3
250.0,QL3
247.0,QL3
255.0,QL3
253.0,QL3
251.0,QL4
252.0,QL4
252.0,QL4
248.0,QL4
251.0,QL4
245.0,QL4
251.0,QL4
250.0,QL4
250.0,QL4
251.0,QL4
251.0,QL4
247.0,QL4
247.0,QL4
250.0,QL5
253.0,QL5
253.0,QL5
246.0,QL5
250.0,QL5
245.0,QL5
248.0,QL5
252.0,QL5
251.0,QL5
249.0,QL5
250.0,QL5
246.0,QL5
246.0,QL5
