fitness,archivo
296.0,BCL1
293.0,BCL1
294.0,BCL1
294.0,BCL1
292.0,BCL1
294.0,BCL1
291.0,BCL1
295.0,BCL1
296.0,BCL1
297.0,BCL1
292.0,BCL1
297.0,QL1
295.0,QL1
298.0,QL1
296.0,QL1
297.0,QL1
297.0,QL1
297.0,QL1
296.0,QL1
297.0,QL1
298.0,QL1
293.0,QL1
297.0,QL2
298.0,QL2
296.0,QL2
298.0,QL2
298.0,QL2
296.0,QL2
295.0,QL2
292.0,QL2
296.0,QL2
298.0,QL2
298.0,QL2
297.0,QL3
297.0,QL3
295.0,QL3
294.0,QL3
293.0,QL3
298.0,QL3
298.0,QL3
296.0,QL3
297.0,QL3
296.0,QL3
297.0,QL3
296.0,QL3
298.0,QL3
297.0,QL3
297.0,QL4
298.0,QL4
296.0,QL4
296.0,QL4
296.0,QL4
296.0,QL4
296.0,QL4
292.0,QL4
296.0,QL4
297.0,QL4
296.0,QL4
297.0,QL4
298.0,QL4
297.0,QL5
298.0,QL5
297.0,QL5
298.0,QL5
297.0,QL5
297.0,QL5
296.0,QL5
299.0,QL5
297.0,QL5
295.0,QL5
295.0,QL5
