fitness,archivo
145.0,BCL1
111.0,BCL1
144.0,BCL1
89.0,BCL1
84.0,BCL1
137.0,BCL1
98.0,BCL1
108.0,BCL1
84.0,BCL1
105.0,BCL1
110.0,BCL1
148.0,BCL1
115.0,BCL1
150.0,BCL1
106.0,BCL1
142.0,BCL1
136.0,BCL1
140.0,BCL1
92.0,BCL1
129.0,BCL1
145.0,BCL1
125.0,BCL1
179.0,BCL1
134.0,BCL1
161.0,BCL1
95.0,BCL1
131.0,BCL1
109.0,BCL1
68.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
70.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
69.0,QL1
70.0,QL2
69.0,QL2
69.0,QL2
68.0,QL2
69.0,QL2
70.0,QL2
68.0,QL2
68.0,QL2
69.0,QL2
69.0,QL2
69.0,QL2
69.0,QL2
70.0,QL2
69.0,QL2
69.0,QL3
69.0,QL3
67.0,QL3
67.0,QL3
69.0,QL3
70.0,QL3
69.0,QL3
70.0,QL3
68.0,QL3
69.0,QL3
70.0,QL3
70.0,QL4
69.0,QL4
70.0,QL4
69.0,QL4
69.0,QL4
68.0,QL4
70.0,QL4
69.0,QL4
70.0,QL4
69.0,QL4
69.0,QL4
69.0,QL4
68.0,QL4
69.0,QL4
69.0,QL5
68.0,QL5
69.0,QL5
68.0,QL5
69.0,QL5
69.0,QL5
70.0,QL5
69.0,QL5
70.0,QL5
69.0,QL5
69.0,QL5
69.0,QL5
69.0,QL5
68.0,QL5
