fitness,archivo
299.0,BCL1
265.0,BCL1
312.0,BCL1
282.0,BCL1
279.0,BCL1
267.0,BCL1
288.0,BCL1
321.0,BCL1
278.0,BCL1
283.0,BCL1
272.0,BCL1
279.0,BCL1
312.0,BCL1
262.0,BCL1
285.0,BCL1
278.0,BCL1
265.0,BCL1
298.0,BCL1
310.0,BCL1
319.0,BCL1
270.0,BCL1
281.0,BCL1
347.0,BCL1
273.0,BCL1
254.0,BCL1
282.0,BCL1
267.0,BCL1
228.0,QL1
230.0,QL1
234.0,QL1
233.0,QL1
227.0,QL1
231.0,QL1
227.0,QL1
231.0,QL1
232.0,QL1
229.0,QL1
230.0,QL1
235.0,QL1
231.0,QL1
229.0,QL1
229.0,QL2
232.0,QL2
235.0,QL2
231.0,QL2
231.0,QL2
233.0,QL2
230.0,QL2
231.0,QL2
229.0,QL2
231.0,QL2
230.0,QL2
232.0,QL2
233.0,QL2
228.0,QL2
234.0,QL3
232.0,QL3
231.0,QL3
231.0,QL3
229.0,QL3
232.0,QL3
233.0,QL3
234.0,QL3
229.0,QL3
234.0,QL3
234.0,QL3
229.0,QL3
233.0,QL3
229.0,QL3
233.0,QL4
230.0,QL4
223.0,QL4
231.0,QL4
225.0,QL4
231.0,QL4
232.0,QL4
225.0,QL4
233.0,QL4
231.0,QL4
230.0,QL4
226.0,QL4
227.0,QL4
229.0,QL5
230.0,QL5
234.0,QL5
229.0,QL5
230.0,QL5
232.0,QL5
236.0,QL5
231.0,QL5
232.0,QL5
230.0,QL5
232.0,QL5
230.0,QL5
226.0,QL5
239.0,QL5
