fitness,archivo
265.0,BCL1
266.0,BCL1
266.0,BCL1
264.0,BCL1
261.0,BCL1
260.0,BCL1
267.0,BCL1
264.0,BCL1
264.0,BCL1
266.0,BCL1
258.0,BCL1
259.0,BCL1
267.0,BCL1
265.0,BCL1
268.0,QL1
271.0,QL1
267.0,QL1
271.0,QL1
272.0,QL1
266.0,QL1
270.0,QL1
269.0,QL1
268.0,QL1
269.0,QL1
269.0,QL1
271.0,QL1
269.0,QL2
266.0,QL2
271.0,QL2
271.0,QL2
267.0,QL2
271.0,QL2
265.0,QL2
271.0,QL2
267.0,QL2
269.0,QL2
266.0,QL2
270.0,QL2
271.0,QL2
269.0,QL3
270.0,QL3
270.0,QL3
268.0,QL3
268.0,QL3
270.0,QL3
267.0,QL3
271.0,QL3
270.0,QL3
270.0,QL3
265.0,QL3
270.0,QL3
265.0,QL4
271.0,QL4
271.0,QL4
268.0,QL4
270.0,QL4
267.0,QL4
269.0,QL4
271.0,QL4
271.0,QL4
267.0,QL4
271.0,QL4
271.0,QL5
270.0,QL5
267.0,QL5
269.0,QL5
269.0,QL5
273.0,QL5
270.0,QL5
269.0,QL5
269.0,QL5
271.0,QL5
