fitness,archivo
125.0,BCL1
103.0,BCL1
128.0,BCL1
119.0,BCL1
124.0,BCL1
114.0,BCL1
110.0,BCL1
119.0,BCL1
137.0,BCL1
247.0,BCL1
135.0,BCL1
143.0,BCL1
108.0,BCL1
128.0,BCL1
124.0,BCL1
120.0,BCL1
128.0,BCL1
121.0,BCL1
98.0,BCL1
136.0,BCL1
121.0,BCL1
126.0,BCL1
110.0,BCL1
139.0,BCL1
137.0,BCL1
96.0,BCL1
126.0,BCL1
166.0,BCL1
83.0,QL1
82.0,QL1
82.0,QL1
83.0,QL1
83.0,QL1
84.0,QL1
82.0,QL1
82.0,QL1
82.0,QL1
83.0,QL1
83.0,QL1
82.0,QL1
82.0,QL1
82.0,QL1
82.0,QL2
82.0,QL2
83.0,QL2
82.0,QL2
82.0,QL2
83.0,QL2
83.0,QL2
82.0,QL2
82.0,QL2
82.0,QL2
82.0,QL2
82.0,QL2
82.0,QL2
83.0,QL2
82.0,QL3
83.0,QL3
83.0,QL3
82.0,QL3
82.0,QL3
82.0,QL3
81.0,QL3
83.0,QL3
82.0,QL3
82.0,QL3
83.0,QL3
82.0,QL3
84.0,QL3
82.0,QL3
84.0,QL4
82.0,QL4
83.0,QL4
82.0,QL4
82.0,QL4
83.0,QL4
82.0,QL4
82.0,QL4
82.0,QL4
82.0,QL4
83.0,QL4
82.0,QL4
82.0,QL4
82.0,QL4
82.0,QL5
82.0,QL5
82.0,QL5
84.0,QL5
82.0,QL5
82.0,QL5
81.0,QL5
82.0,QL5
82.0,QL5
83.0,QL5
82.0,QL5
83.0,QL5
82.0,QL5
82.0,QL5
