fitness,archivo
597.0,BCL1
609.0,BCL1
587.0,BCL1
576.0,BCL1
608.0,BCL1
566.0,BCL1
561.0,BCL1
604.0,BCL1
572.0,BCL1
591.0,BCL1
557.0,BCL1
578.0,BCL1
569.0,BCL1
596.0,BCL1
600.0,BCL1
603.0,BCL1
605.0,BCL1
560.0,BCL1
563.0,BCL1
605.0,BCL1
591.0,BCL1
612.0,BCL1
593.0,BCL1
583.0,BCL1
542.0,QL1
539.0,QL1
540.0,QL1
534.0,QL1
534.0,QL1
537.0,QL1
532.0,QL1
543.0,QL1
533.0,QL1
539.0,QL1
533.0,QL1
533.0,QL1
543.0,QL1
525.0,QL1
538.0,QL2
539.0,QL2
536.0,QL2
543.0,QL2
538.0,QL2
535.0,QL2
529.0,QL2
530.0,QL2
538.0,QL2
541.0,QL2
539.0,QL2
536.0,QL2
539.0,QL2
535.0,QL2
529.0,QL3
534.0,QL3
534.0,QL3
539.0,QL3
543.0,QL3
539.0,QL3
541.0,QL3
536.0,QL3
542.0,QL3
538.0,QL3
537.0,QL3
534.0,QL3
537.0,QL3
534.0,QL3
535.0,QL4
543.0,QL4
536.0,QL4
530.0,QL4
536.0,QL4
535.0,QL4
530.0,QL4
541.0,QL4
541.0,QL4
533.0,QL4
532.0,QL4
537.0,QL4
535.0,QL4
527.0,QL4
538.0,QL5
534.0,QL5
533.0,QL5
539.0,QL5
522.0,QL5
540.0,QL5
531.0,QL5
528.0,QL5
528.0,QL5
538.0,QL5
540.0,QL5
534.0,QL5
541.0,QL5
535.0,QL5
