fitness,archivo
252.0,BCL1
256.0,BCL1
251.0,BCL1
254.0,BCL1
254.0,BCL1
254.0,BCL1
254.0,BCL1
253.0,BCL1
253.0,BCL1
253.0,BCL1
252.0,BCL1
253.0,BCL1
254.0,BCL1
256.0,QL1
257.0,QL1
260.0,QL1
254.0,QL1
255.0,QL1
260.0,QL1
257.0,QL1
257.0,QL1
257.0,QL1
259.0,QL1
260.0,QL1
258.0,QL2
260.0,QL2
258.0,QL2
258.0,QL2
260.0,QL2
256.0,QL2
259.0,QL2
254.0,QL2
260.0,QL2
257.0,QL2
259.0,QL2
258.0,QL3
253.0,QL3
259.0,QL3
259.0,QL3
258.0,QL3
258.0,QL3
258.0,QL3
256.0,QL3
260.0,QL3
258.0,QL3
259.0,QL3
260.0,QL4
256.0,QL4
259.0,QL4
261.0,QL4
259.0,QL4
259.0,QL4
257.0,QL4
257.0,QL4
257.0,QL4
259.0,QL4
261.0,QL4
258.0,QL5
257.0,QL5
253.0,QL5
260.0,QL5
255.0,QL5
255.0,QL5
256.0,QL5
262.0,QL5
254.0,QL5
259.0,QL5
260.0,QL5
258.0,QL5
258.0,QL5
260.0,QL5
