fitness,archivo
659.0,BCL1
656.0,BCL1
656.0,BCL1
657.0,BCL1
652.0,BCL1
661.0,BCL1
664.0,BCL1
651.0,BCL1
667.0,BCL1
659.0,BCL1
682.0,BCL1
665.0,BCL1
663.0,BCL1
675.0,BCL1
656.0,BCL1
664.0,BCL1
658.0,BCL1
666.0,BCL1
655.0,BCL1
668.0,BCL1
670.0,BCL1
657.0,BCL1
649.0,BCL1
656.0,BCL1
659.0,BCL1
674.0,BCL1
671.0,BCL1
658.0,BCL1
661.0,QL1
681.0,QL1
682.0,QL1
684.0,QL1
689.0,QL1
695.0,QL1
691.0,QL1
685.0,QL1
684.0,QL1
706.0,QL1
682.0,QL1
685.0,QL1
685.0,QL1
682.0,QL1
665.0,QL2
686.0,QL2
692.0,QL2
683.0,QL2
690.0,QL2
674.0,QL2
684.0,QL2
689.0,QL2
670.0,QL2
678.0,QL2
682.0,QL2
673.0,QL3
686.0,QL3
679.0,QL3
685.0,QL3
683.0,QL3
687.0,QL3
677.0,QL3
688.0,QL3
676.0,QL3
693.0,QL3
673.0,QL4
683.0,QL4
685.0,QL4
682.0,QL4
689.0,QL4
681.0,QL4
679.0,QL4
675.0,QL4
687.0,QL4
683.0,QL4
686.0,QL4
692.0,QL4
663.0,QL5
687.0,QL5
680.0,QL5
687.0,QL5
688.0,QL5
691.0,QL5
682.0,QL5
675.0,QL5
684.0,QL5
682.0,QL5
685.0,QL5
694.0,QL5
692.0,QL5
689.0,QL5
