fitness,archivo
363.0,BCL1
358.0,BCL1
353.0,BCL1
353.0,BCL1
350.0,BCL1
348.0,BCL1
342.0,BCL1
357.0,BCL1
378.0,BCL1
390.0,BCL1
348.0,BCL1
376.0,BCL1
356.0,BCL1
353.0,BCL1
355.0,BCL1
351.0,BCL1
358.0,BCL1
380.0,BCL1
363.0,BCL1
346.0,BCL1
367.0,BCL1
368.0,BCL1
357.0,BCL1
353.0,BCL1
356.0,BCL1
371.0,BCL1
347.0,BCL1
334.0,QL1
336.0,QL1
335.0,QL1
328.0,QL1
336.0,QL1
334.0,QL1
333.0,QL1
331.0,QL1
332.0,QL1
337.0,QL1
337.0,QL1
333.0,QL1
336.0,QL1
337.0,QL1
336.0,QL2
336.0,QL2
339.0,QL2
338.0,QL2
333.0,QL2
334.0,QL2
329.0,QL2
334.0,QL2
335.0,QL2
336.0,QL2
335.0,QL2
332.0,QL2
340.0,QL2
327.0,QL2
334.0,QL3
332.0,QL3
337.0,QL3
329.0,QL3
337.0,QL3
335.0,QL3
333.0,QL3
330.0,QL3
331.0,QL3
334.0,QL3
340.0,QL3
338.0,QL3
338.0,QL3
329.0,QL3
330.0,QL4
337.0,QL4
336.0,QL4
333.0,QL4
337.0,QL4
343.0,QL4
331.0,QL4
337.0,QL4
330.0,QL4
336.0,QL4
338.0,QL4
339.0,QL4
328.0,QL4
330.0,QL4
327.0,QL5
338.0,QL5
335.0,QL5
335.0,QL5
337.0,QL5
334.0,QL5
339.0,QL5
336.0,QL5
336.0,QL5
339.0,QL5
337.0,QL5
327.0,QL5
