fitness,archivo
523.0,BCL1
522.0,BCL1
526.0,BCL1
520.0,BCL1
524.0,BCL1
526.0,BCL1
520.0,BCL1
526.0,BCL1
523.0,BCL1
524.0,BCL1
524.0,BCL1
524.0,BCL1
527.0,BCL1
523.0,BCL1
526.0,BCL1
525.0,BCL1
521.0,BCL1
523.0,BCL1
527.0,BCL1
525.0,BCL1
521.0,BCL1
525.0,BCL1
522.0,BCL1
522.0,BCL1
526.0,BCL1
523.0,BCL1
525.0,BCL1
527.0,MIR2
532.0,MIR2
530.0,MIR2
529.0,MIR2
523.0,MIR2
530.0,MIR2
532.0,MIR2
532.0,MIR2
534.0,MIR2
529.0,MIR2
527.0,MIR2
532.0,MIR2
531.0,MIR2
534.0,MIR2
532.0,MIR2
531.0,MIR2
531.0,MIR2
534.0,MIR2
530.0,MIR2
529.0,MIR2
531.0,MIR2
535.0,MIR2
531.0,MIR2
530.0,MIR2
528.0,MIR2
530.0,MIR2
531.0,MIR2
531.0,MIR2
524.0,MIR2
527.0,MIR2
534.0,MIR2
529.0,QL1
527.0,QL1
524.0,QL1
524.0,QL1
528.0,QL1
529.0,QL1
529.0,QL1
531.0,QL1
529.0,QL1
530.0,QL1
525.0,QL1
529.0,QL1
529.0,QL1
525.0,QL1
528.0,QL2
524.0,QL2
521.0,QL2
530.0,QL2
526.0,QL2
530.0,QL2
528.0,QL2
529.0,QL2
529.0,QL2
527.0,QL2
532.0,QL2
529.0,QL2
524.0,QL2
528.0,QL3
528.0,QL3
530.0,QL3
523.0,QL3
529.0,QL3
529.0,QL3
531.0,QL3
527.0,QL3
532.0,QL3
528.0,QL3
529.0,QL3
529.0,QL3
531.0,QL4
530.0,QL4
525.0,QL4
532.0,QL4
531.0,QL4
528.0,QL4
530.0,QL4
525.0,QL4
529.0,QL4
531.0,QL4
531.0,QL4
523.0,QL4
532.0,QL4
527.0,QL5
525.0,QL5
525.0,QL5
529.0,QL5
530.0,QL5
527.0,QL5
526.0,QL5
526.0,QL5
527.0,QL5
526.0,QL5
525.0,QL5
532.0,QL5
528.0,QL5
525.0,QL5
