fitness,archivo
285.0,BCL1
319.0,BCL1
284.0,BCL1
345.0,BCL1
295.0,BCL1
285.0,BCL1
314.0,BCL1
308.0,BCL1
289.0,BCL1
293.0,BCL1
312.0,BCL1
300.0,BCL1
300.0,BCL1
308.0,BCL1
315.0,BCL1
333.0,BCL1
324.0,BCL1
282.0,BCL1
315.0,BCL1
299.0,BCL1
271.0,QL1
271.0,QL1
273.0,QL1
271.0,QL1
269.0,QL1
272.0,QL1
272.0,QL1
272.0,QL1
272.0,QL1
272.0,QL1
271.0,QL1
270.0,QL1
269.0,QL1
270.0,QL2
265.0,QL2
273.0,QL2
274.0,QL2
272.0,QL2
266.0,QL2
270.0,QL2
271.0,QL2
268.0,QL2
272.0,QL2
271.0,QL2
271.0,QL2
269.0,QL2
275.0,QL2
273.0,QL3
267.0,QL3
270.0,QL3
273.0,QL3
271.0,QL3
265.0,QL3
274.0,QL3
270.0,QL3
271.0,QL3
272.0,QL3
270.0,QL3
268.0,QL4
271.0,QL4
273.0,QL4
272.0,QL4
272.0,QL4
269.0,QL4
275.0,QL4
271.0,QL4
269.0,QL4
275.0,QL4
269.0,QL4
266.0,QL4
271.0,QL4
270.0,QL4
271.0,QL5
266.0,QL5
268.0,QL5
271.0,QL5
275.0,QL5
287.0,QL5
269.0,QL5
271.0,QL5
273.0,QL5
271.0,QL5
272.0,QL5
