fitness,archivo
95.0,BCL1
103.0,BCL1
130.0,BCL1
115.0,BCL1
106.0,BCL1
94.0,BCL1
102.0,BCL1
106.0,BCL1
80.0,BCL1
115.0,BCL1
110.0,BCL1
154.0,BCL1
82.0,BCL1
103.0,BCL1
99.0,BCL1
101.0,BCL1
102.0,BCL1
88.0,BCL1
161.0,BCL1
101.0,BCL1
125.0,BCL1
158.0,BCL1
157.0,BCL1
116.0,BCL1
95.0,BCL1
106.0,BCL1
103.0,BCL1
138.0,BCL1
73.0,QL1
73.0,QL1
74.0,QL1
74.0,QL1
74.0,QL1
73.0,QL1
75.0,QL1
74.0,QL1
75.0,QL1
75.0,QL1
74.0,QL1
74.0,QL1
74.0,QL1
75.0,QL1
75.0,QL2
74.0,QL2
73.0,QL2
75.0,QL2
74.0,QL2
74.0,QL2
73.0,QL2
74.0,QL2
74.0,QL2
75.0,QL2
75.0,QL2
74.0,QL2
75.0,QL2
73.0,QL2
75.0,QL3
74.0,QL3
75.0,QL3
75.0,QL3
74.0,QL3
73.0,QL3
75.0,QL3
74.0,QL3
75.0,QL3
74.0,QL3
74.0,QL3
74.0,QL3
75.0,QL3
73.0,QL3
74.0,QL4
74.0,QL4
74.0,QL4
75.0,QL4
74.0,QL4
74.0,QL4
74.0,QL4
75.0,QL4
73.0,QL4
75.0,QL4
75.0,QL4
75.0,QL4
75.0,QL4
75.0,QL5
74.0,QL5
75.0,QL5
75.0,QL5
74.0,QL5
75.0,QL5
74.0,QL5
75.0,QL5
74.0,QL5
75.0,QL5
74.0,QL5
74.0,QL5
