fitness,archivo
323.0,BCL1
308.0,BCL1
288.0,BCL1
294.0,BCL1
292.0,BCL1
290.0,BCL1
331.0,BCL1
289.0,BCL1
295.0,BCL1
301.0,BCL1
349.0,BCL1
297.0,BCL1
309.0,BCL1
306.0,BCL1
303.0,BCL1
332.0,BCL1
297.0,BCL1
289.0,BCL1
307.0,BCL1
323.0,BCL1
323.0,BCL1
305.0,BCL1
302.0,BCL1
296.0,BCL1
272.0,QL1
276.0,QL1
274.0,QL1
276.0,QL1
276.0,QL1
272.0,QL1
272.0,QL1
271.0,QL1
271.0,QL1
275.0,QL1
273.0,QL1
272.0,QL1
267.0,QL1
268.0,QL1
274.0,QL2
272.0,QL2
275.0,QL2
275.0,QL2
277.0,QL2
272.0,QL2
268.0,QL2
276.0,QL2
267.0,QL2
277.0,QL2
274.0,QL3
275.0,QL3
278.0,QL3
277.0,QL3
276.0,QL3
274.0,QL3
273.0,QL3
276.0,QL3
274.0,QL3
276.0,QL3
274.0,QL3
275.0,QL3
269.0,QL3
272.0,QL4
277.0,QL4
275.0,QL4
277.0,QL4
271.0,QL4
271.0,QL4
272.0,QL4
278.0,QL4
272.0,QL4
273.0,QL4
275.0,QL4
272.0,QL4
274.0,QL4
277.0,QL5
271.0,QL5
276.0,QL5
268.0,QL5
276.0,QL5
275.0,QL5
276.0,QL5
274.0,QL5
276.0,QL5
273.0,QL5
274.0,QL5
