fitness,archivo
93.0,BCL1
128.0,BCL1
105.0,BCL1
105.0,BCL1
121.0,BCL1
107.0,BCL1
109.0,BCL1
95.0,BCL1
92.0,BCL1
98.0,BCL1
96.0,BCL1
89.0,BCL1
100.0,BCL1
111.0,BCL1
151.0,BCL1
102.0,BCL1
92.0,BCL1
102.0,BCL1
111.0,BCL1
108.0,BCL1
110.0,BCL1
119.0,BCL1
90.0,BCL1
110.0,BCL1
99.0,BCL1
127.0,BCL1
135.0,BCL1
93.0,BCL1
80.0,QL1
80.0,QL1
82.0,QL1
81.0,QL1
83.0,QL1
81.0,QL1
83.0,QL1
80.0,QL1
80.0,QL1
81.0,QL1
79.0,QL1
78.0,QL1
83.0,QL1
81.0,QL1
82.0,QL2
78.0,QL2
80.0,QL2
80.0,QL2
84.0,QL2
81.0,QL2
79.0,QL2
81.0,QL2
84.0,QL2
82.0,QL2
83.0,QL2
82.0,QL2
81.0,QL2
82.0,QL2
81.0,QL3
81.0,QL3
82.0,QL3
84.0,QL3
84.0,QL3
81.0,QL3
79.0,QL3
81.0,QL3
81.0,QL3
81.0,QL3
83.0,QL3
80.0,QL3
82.0,QL3
76.0,QL3
80.0,QL4
81.0,QL4
81.0,QL4
83.0,QL4
80.0,QL4
81.0,QL4
82.0,QL4
80.0,QL4
83.0,QL4
80.0,QL4
82.0,QL4
78.0,QL4
82.0,QL4
78.0,QL4
83.0,QL5
81.0,QL5
81.0,QL5
83.0,QL5
82.0,QL5
82.0,QL5
78.0,QL5
82.0,QL5
81.0,QL5
81.0,QL5
81.0,QL5
82.0,QL5
81.0,QL5
78.0,QL5
