fitness,archivo
282.0,BCL1
283.0,BCL1
281.0,BCL1
293.0,BCL1
273.0,BCL1
291.0,BCL1
282.0,BCL1
289.0,BCL1
301.0,BCL1
266.0,BCL1
278.0,BCL1
270.0,BCL1
300.0,BCL1
267.0,BCL1
285.0,BCL1
292.0,BCL1
276.0,BCL1
250.0,QL1
249.0,QL1
245.0,QL1
242.0,QL1
243.0,QL1
244.0,QL1
247.0,QL1
245.0,QL1
247.0,QL1
247.0,QL1
246.0,QL1
247.0,QL1
245.0,QL2
247.0,QL2
245.0,QL2
247.0,QL2
247.0,QL2
248.0,QL2
257.0,QL2
250.0,QL2
248.0,QL2
247.0,QL2
244.0,QL2
245.0,QL2
242.0,QL3
247.0,QL3
247.0,QL3
248.0,QL3
247.0,QL3
249.0,QL3
248.0,QL3
245.0,QL3
245.0,QL3
248.0,QL3
246.0,QL3
247.0,QL3
246.0,QL3
248.0,QL4
247.0,QL4
247.0,QL4
244.0,QL4
248.0,QL4
255.0,QL4
241.0,QL4
245.0,QL4
246.0,QL4
244.0,QL4
243.0,QL4
249.0,QL5
245.0,QL5
248.0,QL5
244.0,QL5
242.0,QL5
246.0,QL5
243.0,QL5
246.0,QL5
248.0,QL5
