fitness,archivo
575.0,BCL1
563.0,BCL1
600.0,BCL1
578.0,BCL1
617.0,BCL1
585.0,BCL1
586.0,BCL1
583.0,BCL1
555.0,BCL1
593.0,BCL1
582.0,BCL1
590.0,BCL1
594.0,BCL1
578.0,BCL1
579.0,BCL1
614.0,BCL1
568.0,BCL1
585.0,BCL1
605.0,BCL1
559.0,BCL1
586.0,BCL1
605.0,BCL1
572.0,BCL1
589.0,BCL1
568.0,BCL1
594.0,BCL1
595.0,BCL1
592.0,BCL1
578.0,BCL1
596.0,BCL1
589.0,BCL1
541.0,QL1
555.0,QL1
549.0,QL1
548.0,QL1
551.0,QL1
548.0,QL1
551.0,QL1
550.0,QL1
543.0,QL1
545.0,QL1
548.0,QL1
553.0,QL1
543.0,QL1
554.0,QL1
545.0,QL1
550.0,QL1
553.0,QL1
548.0,QL1
546.0,QL1
545.0,QL1
552.0,QL2
537.0,QL2
541.0,QL2
538.0,QL2
543.0,QL2
533.0,QL2
553.0,QL2
545.0,QL2
541.0,QL2
544.0,QL2
552.0,QL2
557.0,QL2
548.0,QL2
546.0,QL2
560.0,QL2
550.0,QL2
541.0,QL2
556.0,QL2
552.0,QL2
544.0,QL2
551.0,QL2
549.0,QL3
548.0,QL3
548.0,QL3
549.0,QL3
549.0,QL3
547.0,QL3
545.0,QL3
551.0,QL3
543.0,QL3
539.0,QL3
542.0,QL3
549.0,QL3
545.0,QL3
549.0,QL3
553.0,QL3
543.0,QL3
553.0,QL3
550.0,QL3
562.0,QL3
545.0,QL4
550.0,QL4
554.0,QL4
545.0,QL4
554.0,QL4
547.0,QL4
549.0,QL4
542.0,QL4
551.0,QL4
540.0,QL4
548.0,QL4
547.0,QL4
547.0,QL4
546.0,QL4
548.0,QL4
534.0,QL4
543.0,QL4
539.0,QL4
546.0,QL4
547.0,QL4
549.0,QL4
550.0,QL5
548.0,QL5
544.0,QL5
554.0,QL5
539.0,QL5
548.0,QL5
535.0,QL5
554.0,QL5
557.0,QL5
544.0,QL5
544.0,QL5
524.0,QL5
550.0,QL5
546.0,QL5
550.0,QL5
547.0,QL5
548.0,QL5
548.0,QL5
551.0,QL5
547.0,QL5
