fitness,archivo
225.0,BCL1
231.0,BCL1
228.0,BCL1
230.0,BCL1
227.0,BCL1
227.0,BCL1
229.0,BCL1
230.0,BCL1
228.0,BCL1
227.0,BCL1
230.0,BCL1
230.0,BCL1
228.0,BCL1
230.0,BCL1
229.0,BCL1
229.0,BCL1
230.0,QL1
233.0,QL1
233.0,QL1
234.0,QL1
232.0,QL1
231.0,QL1
233.0,QL1
227.0,QL1
231.0,QL1
233.0,QL1
232.0,QL1
234.0,QL2
232.0,QL2
231.0,QL2
232.0,QL2
232.0,QL2
229.0,QL2
232.0,QL2
231.0,QL2
233.0,QL2
228.0,QL2
229.0,QL2
232.0,QL2
228.0,QL2
230.0,QL3
234.0,QL3
231.0,QL3
230.0,QL3
233.0,QL3
228.0,QL3
233.0,QL3
232.0,QL3
232.0,QL3
233.0,QL3
232.0,QL3
230.0,QL4
228.0,QL4
234.0,QL4
231.0,QL4
232.0,QL4
233.0,QL4
231.0,QL4
233.0,QL4
232.0,QL4
232.0,QL4
231.0,QL4
233.0,QL5
230.0,QL5
232.0,QL5
232.0,QL5
230.0,QL5
229.0,QL5
231.0,QL5
232.0,QL5
232.0,QL5
233.0,QL5
232.0,QL5
