fitness,archivo
107.0,BCL1
94.0,BCL1
124.0,BCL1
115.0,BCL1
133.0,BCL1
122.0,BCL1
96.0,BCL1
133.0,BCL1
147.0,BCL1
94.0,BCL1
129.0,BCL1
115.0,BCL1
103.0,BCL1
94.0,BCL1
90.0,BCL1
105.0,BCL1
110.0,BCL1
86.0,BCL1
114.0,BCL1
123.0,BCL1
97.0,BCL1
138.0,BCL1
106.0,BCL1
136.0,BCL1
97.0,BCL1
150.0,BCL1
114.0,BCL1
95.0,BCL1
85.0,QL1
82.0,QL1
84.0,QL1
84.0,QL1
83.0,QL1
84.0,QL1
81.0,QL1
84.0,QL1
83.0,QL1
84.0,QL1
85.0,QL1
82.0,QL1
82.0,QL1
83.0,QL1
84.0,QL2
85.0,QL2
84.0,QL2
84.0,QL2
83.0,QL2
83.0,QL2
85.0,QL2
84.0,QL2
83.0,QL2
84.0,QL2
85.0,QL2
83.0,QL2
84.0,QL2
83.0,QL2
84.0,QL3
82.0,QL3
84.0,QL3
82.0,QL3
85.0,QL3
84.0,QL3
85.0,QL3
85.0,QL3
82.0,QL3
84.0,QL3
84.0,QL3
83.0,QL3
85.0,QL3
83.0,QL3
84.0,QL4
84.0,QL4
84.0,QL4
84.0,QL4
84.0,QL4
85.0,QL4
82.0,QL4
82.0,QL4
84.0,QL4
82.0,QL4
82.0,QL4
85.0,QL4
85.0,QL4
84.0,QL4
84.0,QL5
84.0,QL5
85.0,QL5
85.0,QL5
84.0,QL5
82.0,QL5
85.0,QL5
84.0,QL5
85.0,QL5
85.0,QL5
84.0,QL5
83.0,QL5
84.0,QL5
83.0,QL5
