fitness,archivo
268.0,BCL1
266.0,BCL1
265.0,BCL1
271.0,BCL1
267.0,BCL1
269.0,BCL1
273.0,BCL1
267.0,BCL1
270.0,BCL1
271.0,BCL1
269.0,BCL1
265.0,BCL1
271.0,BCL1
271.0,BCL1
272.0,BCL1
265.0,BCL1
272.0,BCL1
271.0,BCL1
266.0,BCL1
267.0,BCL1
271.0,BCL1
266.0,BCL1
266.0,BCL1
272.0,BCL1
270.0,BCL1
271.0,BCL1
269.0,BCL1
271.0,QL1
272.0,QL1
274.0,QL1
279.0,QL1
278.0,QL1
277.0,QL1
279.0,QL1
271.0,QL1
270.0,QL1
275.0,QL1
280.0,QL1
278.0,QL1
279.0,QL1
271.0,QL1
275.0,QL2
278.0,QL2
272.0,QL2
279.0,QL2
278.0,QL2
272.0,QL2
273.0,QL2
272.0,QL2
275.0,QL2
279.0,QL2
276.0,QL2
276.0,QL2
271.0,QL3
276.0,QL3
273.0,QL3
274.0,QL3
272.0,QL3
277.0,QL3
279.0,QL3
273.0,QL3
271.0,QL3
275.0,QL3
278.0,QL3
280.0,QL3
278.0,QL3
280.0,QL3
275.0,QL4
278.0,QL4
277.0,QL4
281.0,QL4
274.0,QL4
278.0,QL4
276.0,QL4
278.0,QL4
275.0,QL4
275.0,QL4
281.0,QL4
278.0,QL4
278.0,QL4
277.0,QL4
273.0,QL5
274.0,QL5
279.0,QL5
279.0,QL5
276.0,QL5
282.0,QL5
275.0,QL5
272.0,QL5
274.0,QL5
280.0,QL5
278.0,QL5
276.0,QL5
276.0,QL5
280.0,QL5
