fitness,archivo
68.0,BCL1
68.0,BCL1
67.0,BCL1
67.0,BCL1
68.0,BCL1
67.0,BCL1
68.0,BCL1
66.0,BCL1
68.0,BCL1
68.0,BCL1
67.0,BCL1
67.0,BCL1
67.0,BCL1
68.0,BCL1
68.0,QL1
68.0,QL1
69.0,QL1
69.0,QL1
70.0,QL1
70.0,QL1
69.0,QL1
68.0,QL1
69.0,QL1
68.0,QL1
69.0,QL1
69.0,QL1
68.0,QL2
71.0,QL2
69.0,QL2
69.0,QL2
69.0,QL2
71.0,QL2
68.0,QL2
137.0,QL2
67.0,QL2
70.0,QL2
71.0,QL2
66.0,QL3
70.0,QL3
70.0,QL3
68.0,QL3
69.0,QL3
68.0,QL3
69.0,QL3
70.0,QL3
69.0,QL3
70.0,QL3
69.0,QL3
69.0,QL4
68.0,QL4
71.0,QL4
68.0,QL4
69.0,QL4
70.0,QL4
68.0,QL4
71.0,QL4
69.0,QL4
70.0,QL4
70.0,QL4
69.0,QL5
68.0,QL5
69.0,QL5
69.0,QL5
68.0,QL5
69.0,QL5
68.0,QL5
68.0,QL5
69.0,QL5
68.0,QL5
69.0,QL5
71.0,QL5
70.0,QL5
69.0,QL5
