fitness,archivo
78.0,BCL1
78.0,BCL1
77.0,BCL1
76.0,BCL1
76.0,BCL1
77.0,BCL1
76.0,BCL1
77.0,BCL1
77.0,BCL1
77.0,BCL1
78.0,BCL1
76.0,BCL1
77.0,BCL1
76.0,BCL1
77.0,BCL1
79.0,BCL1
77.0,BCL1
77.0,BCL1
77.0,BCL1
77.0,BCL1
76.0,BCL1
77.0,BCL1
77.0,BCL1
77.0,BCL1
77.0,BCL1
77.0,BCL1
76.0,QL1
77.0,QL1
79.0,QL1
82.0,QL1
80.0,QL1
79.0,QL1
80.0,QL1
77.0,QL1
78.0,QL1
81.0,QL1
79.0,QL1
77.0,QL1
80.0,QL1
79.0,QL1
78.0,QL2
78.0,QL2
80.0,QL2
77.0,QL2
78.0,QL2
80.0,QL2
79.0,QL2
76.0,QL2
79.0,QL2
80.0,QL2
80.0,QL2
80.0,QL2
81.0,QL2
78.0,QL2
80.0,QL3
79.0,QL3
81.0,QL3
80.0,QL3
77.0,QL3
80.0,QL3
80.0,QL3
78.0,QL3
82.0,QL3
78.0,QL3
80.0,QL3
82.0,QL3
81.0,QL3
79.0,QL3
88.0,QL4
78.0,QL4
80.0,QL4
78.0,QL4
82.0,QL4
79.0,QL4
79.0,QL4
77.0,QL4
80.0,QL4
80.0,QL4
78.0,QL4
82.0,QL4
78.0,QL4
82.0,QL4
78.0,QL5
83.0,QL5
79.0,QL5
80.0,QL5
77.0,QL5
79.0,QL5
79.0,QL5
86.0,QL5
80.0,QL5
79.0,QL5
78.0,QL5
80.0,QL5
78.0,QL5
80.0,QL5
