fitness,archivo
241.0,BCL1
239.0,BCL1
241.0,BCL1
234.0,BCL1
237.0,BCL1
237.0,BCL1
235.0,BCL1
236.0,BCL1
233.0,BCL1
237.0,BCL1
238.0,BCL1
237.0,BCL1
234.0,BCL1
240.0,BCL1
240.0,BCL1
235.0,BCL1
240.0,BCL1
250.0,MIR2
249.0,MIR2
252.0,MIR2
254.0,MIR2
251.0,MIR2
253.0,MIR2
236.0,QL1
261.0,QL1
239.0,QL1
271.0,QL1
231.0,QL1
241.0,QL1
243.0,QL1
239.0,QL1
234.0,QL1
236.0,QL1
250.0,QL2
244.0,QL2
249.0,QL2
251.0,QL2
242.0,QL2
241.0,QL2
248.0,QL2
242.0,QL2
250.0,QL2
246.0,QL2
242.0,QL2
250.0,QL2
248.0,QL2
249.0,QL2
244.0,QL2
246.0,QL3
248.0,QL3
250.0,QL3
250.0,QL3
243.0,QL3
249.0,QL3
251.0,QL3
250.0,QL3
250.0,QL3
232.0,QL3
250.0,QL3
251.0,QL3
250.0,QL3
250.0,QL3
254.0,QL3
248.0,QL3
240.0,QL4
249.0,QL4
239.0,QL4
250.0,QL4
251.0,QL4
240.0,QL4
250.0,QL4
251.0,QL4
250.0,QL4
252.0,QL4
242.0,QL4
246.0,QL5
253.0,QL5
250.0,QL5
245.0,QL5
252.0,QL5
244.0,QL5
245.0,QL5
246.0,QL5
244.0,QL5
246.0,QL5
246.0,QL5
