fitness,archivo
76.0,BCL1
98.0,BCL1
78.0,BCL1
90.0,BCL1
105.0,BCL1
96.0,BCL1
85.0,BCL1
84.0,BCL1
79.0,BCL1
127.0,BCL1
80.0,BCL1
82.0,BCL1
86.0,BCL1
99.0,BCL1
93.0,BCL1
86.0,BCL1
98.0,BCL1
122.0,BCL1
96.0,BCL1
134.0,BCL1
80.0,BCL1
164.0,BCL1
77.0,BCL1
113.0,BCL1
85.0,BCL1
91.0,BCL1
68.0,BCL1
80.0,BCL1
64.0,QL1
65.0,QL1
64.0,QL1
65.0,QL1
65.0,QL1
64.0,QL1
64.0,QL1
64.0,QL1
64.0,QL1
63.0,QL1
66.0,QL1
65.0,QL1
64.0,QL1
64.0,QL1
65.0,QL2
65.0,QL2
64.0,QL2
63.0,QL2
65.0,QL2
64.0,QL2
63.0,QL2
65.0,QL2
63.0,QL2
65.0,QL2
64.0,QL2
65.0,QL2
65.0,QL2
63.0,QL2
64.0,QL3
65.0,QL3
64.0,QL3
63.0,QL3
63.0,QL3
64.0,QL3
63.0,QL3
64.0,QL3
65.0,QL3
65.0,QL3
64.0,QL3
65.0,QL3
64.0,QL3
64.0,QL4
66.0,QL4
64.0,QL4
65.0,QL4
64.0,QL4
64.0,QL4
65.0,QL4
65.0,QL4
64.0,QL4
64.0,QL4
65.0,QL4
63.0,QL4
64.0,QL5
64.0,QL5
65.0,QL5
64.0,QL5
65.0,QL5
64.0,QL5
65.0,QL5
65.0,QL5
65.0,QL5
64.0,QL5
65.0,QL5
64.0,QL5
63.0,QL5
