fitness,archivo
251.0,BCL1
286.0,BCL1
278.0,BCL1
287.0,BCL1
303.0,BCL1
267.0,BCL1
320.0,BCL1
269.0,BCL1
268.0,BCL1
310.0,BCL1
291.0,BCL1
305.0,BCL1
303.0,BCL1
268.0,BCL1
284.0,BCL1
286.0,BCL1
289.0,BCL1
279.0,BCL1
274.0,BCL1
304.0,BCL1
296.0,BCL1
263.0,BCL1
263.0,BCL1
296.0,BCL1
306.0,BCL1
261.0,BCL1
279.0,BCL1
255.0,BCL1
233.0,QL1
232.0,QL1
236.0,QL1
236.0,QL1
238.0,QL1
236.0,QL1
238.0,QL1
236.0,QL1
237.0,QL1
236.0,QL1
239.0,QL1
237.0,QL1
238.0,QL1
237.0,QL1
237.0,QL2
240.0,QL2
237.0,QL2
236.0,QL2
235.0,QL2
237.0,QL2
234.0,QL2
234.0,QL2
237.0,QL2
233.0,QL2
234.0,QL2
237.0,QL2
235.0,QL2
232.0,QL2
239.0,QL3
239.0,QL3
237.0,QL3
241.0,QL3
235.0,QL3
240.0,QL3
234.0,QL3
236.0,QL3
236.0,QL3
238.0,QL3
236.0,QL3
237.0,QL3
236.0,QL3
235.0,QL3
237.0,QL4
234.0,QL4
240.0,QL4
237.0,QL4
238.0,QL4
239.0,QL4
239.0,QL4
234.0,QL4
241.0,QL4
236.0,QL4
236.0,QL4
242.0,QL4
237.0,QL4
236.0,QL4
237.0,QL5
236.0,QL5
236.0,QL5
238.0,QL5
236.0,QL5
238.0,QL5
237.0,QL5
232.0,QL5
238.0,QL5
238.0,QL5
235.0,QL5
238.0,QL5
238.0,QL5
238.0,QL5
